2020-11-25 00:04:58,682 training args:Namespace(cfg='./cfgs/vqa/base_4x16G_fp32_original.yaml', cudnn_off=False, dist=False, do_test=False, log_dir='./checkpoints/./output/vl-bert/vqa/base_4x16G_fp32_original/train2014+val2014_train/tensorboard_logs', model_dir='./checkpoints', partial_pretrain=None, slurm=False)

2020-11-25 00:04:58,687 training config:{'CHECKPOINT_FREQUENT': 1,
 'DATASET': {'ADD_IMAGE_AS_A_BOX': True,
2020-11-25 00:05:06,919 |vlbert.encoder.layer.11.output.dense.weight                  |torch.float32    |(768, 3072)     |2359296     |
2020-11-25 00:05:06,919 ---------------------------------------------------------------------------------------------------------------
2020-11-25 00:05:06,919 |vlbert.encoder.layer.11.output.dense.bias                    |torch.float32    |(768,)          |768         |
2020-11-25 00:05:06,919 ---------------------------------------------------------------------------------------------------------------
2020-11-25 00:05:06,919 |vlbert.encoder.layer.11.output.LayerNorm.weight              |torch.float32    |(768,)          |768         |
2020-11-25 00:05:06,919 ---------------------------------------------------------------------------------------------------------------
2020-11-25 00:05:06,919 |vlbert.encoder.layer.11.output.LayerNorm.bias                |torch.float32    |(768,)          |768         |
2020-11-25 00:05:06,919 ---------------------------------------------------------------------------------------------------------------
2020-11-25 00:05:06,919 |final_mlp.0.dense.weight                                     |torch.float32    |(768, 768)      |589824      |
2020-11-25 00:05:06,919 ---------------------------------------------------------------------------------------------------------------
2020-11-25 00:05:06,919 |final_mlp.0.dense.bias                                       |torch.float32    |(768,)          |768         |
2020-11-25 00:05:06,920 ---------------------------------------------------------------------------------------------------------------
2020-11-25 00:05:06,920 |final_mlp.0.LayerNorm.weight                                 |torch.float32    |(768,)          |768         |
2020-11-25 00:05:06,920 ---------------------------------------------------------------------------------------------------------------
2020-11-25 00:05:06,920 |final_mlp.0.LayerNorm.bias                                   |torch.float32    |(768,)          |768         |
2020-11-25 00:05:06,920 ---------------------------------------------------------------------------------------------------------------
2020-11-25 00:05:06,920 |final_mlp.2.weight                                           |torch.float32    |(3129, 768)     |2403072     |
2020-11-25 00:05:06,920 ---------------------------------------------------------------------------------------------------------------
2020-11-25 00:05:06,920 |final_mlp.2.bias                                             |torch.float32    |(3129,)         |3129        |
2020-11-25 00:05:06,920 ---------------------------------------------------------------------------------------------------------------
2020-11-25 00:05:06,921 >> # TrainableParams:       	115.04	M
2020-11-25 00:05:06,922 >> # NonTrainableParams:    	0.00	M
2020-11-25 00:05:06,922 >> # TotalParams:           	115.04	M
2020-11-25 00:05:11,027 loading vocabulary file ./model/pretrained_model/bert-base-uncased/vocab.txt
2020-11-25 00:05:16,758 loading vocabulary file ./model/pretrained_model/bert-base-uncased/vocab.txt
2020-11-25 00:05:44,785 Epoch[0] Batch [0]	Speed: - samples/sec ETA: - d - h - m	Train-SoftAcc=0.000000,	AnsLoss=1275.064087,	
2020-11-25 00:06:23,938 Epoch[0] Batch [100]	Speed: 40.87 samples/s ETA: 0 d 13 h 24 m	Data: 0.011 Tran: 0.004 F: 0.083 B: 0.254 O: 0.036 M: 0.016	Train-SoftAcc=0.007673,	AnsLoss=693.620056,	
2020-11-25 00:07:04,846 Epoch[0] Batch [200]	Speed: 39.11 samples/s ETA: 0 d 13 h 59 m	Data: 0.006 Tran: 0.004 F: 0.080 B: 0.267 O: 0.036 M: 0.016	Train-SoftAcc=0.085603,	AnsLoss=356.995697,	
2020-11-25 00:07:43,947 Epoch[0] Batch [300]	Speed: 40.92 samples/s ETA: 0 d 13 h 22 m	Data: 0.006 Tran: 0.003 F: 0.076 B: 0.253 O: 0.036 M: 0.015	Train-SoftAcc=0.159136,	AnsLoss=241.010254,	
2020-11-25 00:08:23,819 Epoch[0] Batch [400]	Speed: 40.13 samples/s ETA: 0 d 13 h 37 m	Data: 0.006 Tran: 0.003 F: 0.078 B: 0.259 O: 0.036 M: 0.016	Train-SoftAcc=0.199891,	AnsLoss=182.553619,	
2020-11-25 00:09:06,199 Epoch[0] Batch [500]	Speed: 37.75 samples/s ETA: 0 d 14 h 28 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.280 O: 0.036 M: 0.015	Train-SoftAcc=0.228543,	AnsLoss=147.384064,	
2020-11-25 00:09:48,612 Epoch[0] Batch [600]	Speed: 37.73 samples/s ETA: 0 d 14 h 27 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.280 O: 0.036 M: 0.015	Train-SoftAcc=0.250853,	AnsLoss=123.839005,	
2020-11-25 00:10:30,471 Epoch[0] Batch [700]	Speed: 38.22 samples/s ETA: 0 d 14 h 15 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.276 O: 0.036 M: 0.016	Train-SoftAcc=0.266655,	AnsLoss=107.003799,	
2020-11-25 00:11:11,812 Epoch[0] Batch [800]	Speed: 38.70 samples/s ETA: 0 d 14 h  4 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.272 O: 0.036 M: 0.015	Train-SoftAcc=0.281196,	AnsLoss=94.336464,	
2020-11-25 00:11:53,362 Epoch[0] Batch [900]	Speed: 38.51 samples/s ETA: 0 d 14 h  8 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.274 O: 0.036 M: 0.016	Train-SoftAcc=0.293931,	AnsLoss=84.445488,	
2020-11-25 00:12:34,356 Epoch[0] Batch [1000]	Speed: 39.03 samples/s ETA: 0 d 13 h 56 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.269 O: 0.037 M: 0.015	Train-SoftAcc=0.304839,	AnsLoss=76.519882,	
2020-11-25 00:13:16,933 Epoch[0] Batch [1100]	Speed: 37.58 samples/s ETA: 0 d 14 h 27 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.314589,	AnsLoss=70.034866,	
2020-11-25 00:13:59,379 Epoch[0] Batch [1200]	Speed: 37.70 samples/s ETA: 0 d 14 h 24 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.280 O: 0.037 M: 0.015	Train-SoftAcc=0.323684,	AnsLoss=64.625984,	
2020-11-25 00:14:42,291 Epoch[0] Batch [1300]	Speed: 37.29 samples/s ETA: 0 d 14 h 33 m	Data: 0.006 Tran: 0.003 F: 0.083 B: 0.284 O: 0.036 M: 0.016	Train-SoftAcc=0.331212,	AnsLoss=60.040058,	
2020-11-25 00:15:24,240 Epoch[0] Batch [1400]	Speed: 38.14 samples/s ETA: 0 d 14 h 12 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.277 O: 0.036 M: 0.016	Train-SoftAcc=0.336447,	AnsLoss=56.128841,	
2020-11-25 00:16:06,624 Epoch[0] Batch [1500]	Speed: 37.75 samples/s ETA: 0 d 14 h 21 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.281 O: 0.036 M: 0.016	Train-SoftAcc=0.341098,	AnsLoss=52.720196,	
2020-11-25 00:16:49,152 Epoch[0] Batch [1600]	Speed: 37.62 samples/s ETA: 0 d 14 h 23 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.346776,	AnsLoss=49.737846,	
2020-11-25 00:17:32,119 Epoch[0] Batch [1700]	Speed: 37.24 samples/s ETA: 0 d 14 h 31 m	Data: 0.006 Tran: 0.003 F: 0.083 B: 0.285 O: 0.036 M: 0.016	Train-SoftAcc=0.351165,	AnsLoss=47.088505,	
2020-11-25 00:18:13,015 Epoch[0] Batch [1800]	Speed: 39.13 samples/s ETA: 0 d 13 h 48 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.267 O: 0.037 M: 0.015	Train-SoftAcc=0.356514,	AnsLoss=44.733643,	
2020-11-25 00:18:54,618 Epoch[0] Batch [1900]	Speed: 38.46 samples/s ETA: 0 d 14 h  2 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.273 O: 0.036 M: 0.016	Train-SoftAcc=0.361363,	AnsLoss=42.631676,	
2020-11-25 00:19:36,123 Epoch[0] Batch [2000]	Speed: 38.55 samples/s ETA: 0 d 13 h 59 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.273 O: 0.036 M: 0.016	Train-SoftAcc=0.364680,	AnsLoss=40.739037,	
2020-11-25 00:20:19,420 Epoch[0] Batch [2100]	Speed: 36.95 samples/s ETA: 0 d 14 h 35 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.287 O: 0.037 M: 0.015	Train-SoftAcc=0.368444,	AnsLoss=39.026066,	
2020-11-25 00:21:00,965 Epoch[0] Batch [2200]	Speed: 38.51 samples/s ETA: 0 d 13 h 59 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.273 O: 0.037 M: 0.015	Train-SoftAcc=0.371479,	AnsLoss=37.467987,	
2020-11-25 00:21:44,313 Epoch[0] Batch [2300]	Speed: 36.91 samples/s ETA: 0 d 14 h 34 m	Data: 0.006 Tran: 0.003 F: 0.084 B: 0.287 O: 0.037 M: 0.016	Train-SoftAcc=0.374604,	AnsLoss=36.054073,	
2020-11-25 00:22:25,236 Epoch[0] Batch [2400]	Speed: 39.10 samples/s ETA: 0 d 13 h 45 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.269 O: 0.037 M: 0.015	Train-SoftAcc=0.377892,	AnsLoss=34.741302,	
2020-11-25 00:23:07,886 Epoch[0] Batch [2500]	Speed: 37.52 samples/s ETA: 0 d 14 h 19 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.380071,	AnsLoss=33.540730,	
2020-11-25 00:23:49,429 Epoch[0] Batch [2600]	Speed: 38.52 samples/s ETA: 0 d 13 h 56 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.274 O: 0.036 M: 0.016	Train-SoftAcc=0.382973,	AnsLoss=32.427048,	
2020-11-25 00:24:31,995 Epoch[0] Batch [2700]	Speed: 37.59 samples/s ETA: 0 d 14 h 16 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.281 O: 0.037 M: 0.016	Train-SoftAcc=0.385184,	AnsLoss=31.399250,	
2020-11-25 00:25:14,026 Epoch[0] Batch [2800]	Speed: 38.07 samples/s ETA: 0 d 14 h  4 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.277 O: 0.037 M: 0.015	Train-SoftAcc=0.387812,	AnsLoss=30.436569,	
2020-11-25 00:25:56,972 Epoch[0] Batch [2900]	Speed: 37.26 samples/s ETA: 0 d 14 h 22 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.284 O: 0.037 M: 0.015	Train-SoftAcc=0.389555,	AnsLoss=29.545458,	
2020-11-25 00:26:39,373 Epoch[0] Batch [3000]	Speed: 37.74 samples/s ETA: 0 d 14 h 10 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.391993,	AnsLoss=28.709049,	
2020-11-25 00:27:22,152 Epoch[0] Batch [3100]	Speed: 37.40 samples/s ETA: 0 d 14 h 17 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.283 O: 0.037 M: 0.015	Train-SoftAcc=0.393857,	AnsLoss=27.934092,	
2020-11-25 00:28:04,308 Epoch[0] Batch [3200]	Speed: 37.96 samples/s ETA: 0 d 14 h  4 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.278 O: 0.036 M: 0.016	Train-SoftAcc=0.395654,	AnsLoss=27.209103,	
2020-11-25 00:28:44,488 Epoch[0] Batch [3300]	Speed: 39.82 samples/s ETA: 0 d 13 h 24 m	Data: 0.006 Tran: 0.003 F: 0.077 B: 0.263 O: 0.037 M: 0.015	Train-SoftAcc=0.397142,	AnsLoss=26.528685,	
2020-11-25 00:29:26,546 Epoch[0] Batch [3400]	Speed: 38.04 samples/s ETA: 0 d 14 h  1 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.278 O: 0.036 M: 0.016	Train-SoftAcc=0.399659,	AnsLoss=25.875923,	
2020-11-25 00:30:07,902 Epoch[0] Batch [3500]	Speed: 38.69 samples/s ETA: 0 d 13 h 46 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.273 O: 0.036 M: 0.016	Train-SoftAcc=0.401463,	AnsLoss=25.268263,	
2020-11-25 00:30:50,258 Epoch[0] Batch [3600]	Speed: 37.78 samples/s ETA: 0 d 14 h  5 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.403241,	AnsLoss=24.691111,	
2020-11-25 00:31:33,938 Epoch[0] Batch [3700]	Speed: 36.63 samples/s ETA: 0 d 14 h 31 m	Data: 0.006 Tran: 0.004 F: 0.084 B: 0.291 O: 0.036 M: 0.016	Train-SoftAcc=0.405440,	AnsLoss=24.145304,	
2020-11-25 00:32:15,998 Epoch[0] Batch [3800]	Speed: 38.04 samples/s ETA: 0 d 13 h 58 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.278 O: 0.037 M: 0.016	Train-SoftAcc=0.406761,	AnsLoss=23.632940,	
2020-11-25 00:32:58,274 Epoch[0] Batch [3900]	Speed: 37.85 samples/s ETA: 0 d 14 h  1 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.279 O: 0.036 M: 0.016	Train-SoftAcc=0.408504,	AnsLoss=23.143324,	
2020-11-25 00:33:40,327 Epoch[0] Batch [4000]	Speed: 38.05 samples/s ETA: 0 d 13 h 56 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.278 O: 0.036 M: 0.016	Train-SoftAcc=0.410339,	AnsLoss=22.676313,	
2020-11-25 00:34:22,790 Epoch[0] Batch [4100]	Speed: 37.68 samples/s ETA: 0 d 14 h  4 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.411957,	AnsLoss=22.229553,	
2020-11-25 00:35:05,328 Epoch[0] Batch [4200]	Speed: 37.61 samples/s ETA: 0 d 14 h  5 m	Data: 0.005 Tran: 0.003 F: 0.081 B: 0.283 O: 0.035 M: 0.016	Train-SoftAcc=0.413441,	AnsLoss=21.803976,	
2020-11-25 00:35:46,992 Epoch[0] Batch [4300]	Speed: 38.40 samples/s ETA: 0 d 13 h 46 m	Data: 0.005 Tran: 0.003 F: 0.080 B: 0.275 O: 0.036 M: 0.016	Train-SoftAcc=0.415227,	AnsLoss=21.399368,	
2020-11-25 00:36:30,641 Epoch[0] Batch [4400]	Speed: 36.66 samples/s ETA: 0 d 14 h 25 m	Data: 0.006 Tran: 0.004 F: 0.084 B: 0.291 O: 0.036 M: 0.016	Train-SoftAcc=0.416919,	AnsLoss=21.009855,	
2020-11-25 00:37:12,049 Epoch[0] Batch [4500]	Speed: 38.64 samples/s ETA: 0 d 13 h 40 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.273 O: 0.036 M: 0.016	Train-SoftAcc=0.418716,	AnsLoss=20.638599,	
2020-11-25 00:37:54,380 Epoch[0] Batch [4600]	Speed: 37.80 samples/s ETA: 0 d 13 h 58 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.281 O: 0.036 M: 0.016	Train-SoftAcc=0.419734,	AnsLoss=20.285351,	
2020-11-25 00:38:36,516 Epoch[0] Batch [4700]	Speed: 37.97 samples/s ETA: 0 d 13 h 53 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.279 O: 0.036 M: 0.016	Train-SoftAcc=0.421325,	AnsLoss=19.943628,	
2020-11-25 00:39:19,461 Epoch[0] Batch [4800]	Speed: 37.26 samples/s ETA: 0 d 14 h  8 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.286 O: 0.036 M: 0.016	Train-SoftAcc=0.422500,	AnsLoss=19.622299,	
2020-11-25 00:40:00,089 Epoch[0] Batch [4900]	Speed: 39.38 samples/s ETA: 0 d 13 h 22 m	Data: 0.006 Tran: 0.003 F: 0.078 B: 0.267 O: 0.036 M: 0.016	Train-SoftAcc=0.423557,	AnsLoss=19.311628,	
2020-11-25 00:40:42,342 Epoch[0] Batch [5000]	Speed: 37.87 samples/s ETA: 0 d 13 h 53 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.424810,	AnsLoss=19.011635,	
2020-11-25 00:41:24,687 Epoch[0] Batch [5100]	Speed: 37.79 samples/s ETA: 0 d 13 h 54 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.281 O: 0.036 M: 0.016	Train-SoftAcc=0.426094,	AnsLoss=18.722599,	
2020-11-25 00:42:07,839 Epoch[0] Batch [5200]	Speed: 37.08 samples/s ETA: 0 d 14 h 10 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.287 O: 0.035 M: 0.016	Train-SoftAcc=0.427115,	AnsLoss=18.445986,	
2020-11-25 00:42:50,748 Epoch[0] Batch [5300]	Speed: 37.29 samples/s ETA: 0 d 14 h  4 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.285 O: 0.035 M: 0.017	Train-SoftAcc=0.428547,	AnsLoss=18.180456,	
2020-11-25 00:43:33,227 Epoch[0] Batch [5400]	Speed: 37.67 samples/s ETA: 0 d 13 h 55 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.429479,	AnsLoss=17.926260,	
2020-11-25 00:44:16,003 Epoch[0] Batch [5500]	Speed: 37.40 samples/s ETA: 0 d 14 h  0 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.284 O: 0.036 M: 0.016	Train-SoftAcc=0.430297,	AnsLoss=17.680403,	
2020-11-25 00:44:57,938 Epoch[0] Batch [5600]	Speed: 38.16 samples/s ETA: 0 d 13 h 43 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.277 O: 0.035 M: 0.016	Train-SoftAcc=0.431279,	AnsLoss=17.441624,	
2020-11-25 00:45:40,932 Epoch[0] Batch [5700]	Speed: 37.22 samples/s ETA: 0 d 14 h  3 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.286 O: 0.036 M: 0.016	Train-SoftAcc=0.432218,	AnsLoss=17.211412,	
2020-11-25 00:46:22,671 Epoch[0] Batch [5800]	Speed: 38.33 samples/s ETA: 0 d 13 h 38 m	Data: 0.005 Tran: 0.003 F: 0.080 B: 0.276 O: 0.035 M: 0.016	Train-SoftAcc=0.433459,	AnsLoss=16.988274,	
2020-11-25 00:47:04,117 Epoch[0] Batch [5900]	Speed: 38.61 samples/s ETA: 0 d 13 h 31 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.273 O: 0.036 M: 0.016	Train-SoftAcc=0.434441,	AnsLoss=16.770748,	
2020-11-25 00:47:46,790 Epoch[0] Batch [6000]	Speed: 37.50 samples/s ETA: 0 d 13 h 54 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.283 O: 0.036 M: 0.016	Train-SoftAcc=0.435725,	AnsLoss=16.561993,	
2020-11-25 00:48:29,531 Epoch[0] Batch [6100]	Speed: 37.44 samples/s ETA: 0 d 13 h 55 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.284 O: 0.036 M: 0.016	Train-SoftAcc=0.436567,	AnsLoss=16.359095,	
2020-11-25 00:49:13,310 Epoch[0] Batch [6200]	Speed: 36.57 samples/s ETA: 0 d 14 h 14 m	Data: 0.006 Tran: 0.004 F: 0.083 B: 0.292 O: 0.035 M: 0.016	Train-SoftAcc=0.437908,	AnsLoss=16.161406,	
2020-11-25 00:49:54,938 Epoch[0] Batch [6300]	Speed: 38.44 samples/s ETA: 0 d 13 h 32 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.275 O: 0.035 M: 0.017	Train-SoftAcc=0.439073,	AnsLoss=15.971641,	
2020-11-25 00:50:36,758 Epoch[0] Batch [6400]	Speed: 38.26 samples/s ETA: 0 d 13 h 35 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.277 O: 0.035 M: 0.016	Train-SoftAcc=0.439645,	AnsLoss=15.791240,	
2020-11-25 00:51:19,552 Epoch[0] Batch [6500]	Speed: 37.39 samples/s ETA: 0 d 13 h 53 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.284 O: 0.035 M: 0.016	Train-SoftAcc=0.440248,	AnsLoss=15.612220,	
2020-11-25 00:52:01,804 Epoch[0] Batch [6600]	Speed: 37.87 samples/s ETA: 0 d 13 h 42 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.280 O: 0.035 M: 0.016	Train-SoftAcc=0.440975,	AnsLoss=15.440053,	
2020-11-25 00:52:44,505 Epoch[0] Batch [6700]	Speed: 37.47 samples/s ETA: 0 d 13 h 50 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.283 O: 0.036 M: 0.016	Train-SoftAcc=0.441568,	AnsLoss=15.272692,	
2020-11-25 00:53:27,211 Epoch[0] Batch [6800]	Speed: 37.47 samples/s ETA: 0 d 13 h 49 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.284 O: 0.036 M: 0.016	Train-SoftAcc=0.442516,	AnsLoss=15.110331,	
2020-11-25 00:54:09,395 Epoch[0] Batch [6900]	Speed: 37.93 samples/s ETA: 0 d 13 h 39 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.279 O: 0.036 M: 0.016	Train-SoftAcc=0.443198,	AnsLoss=14.953335,	
2020-11-25 00:54:51,313 Epoch[0] Batch [7000]	Speed: 38.17 samples/s ETA: 0 d 13 h 33 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.277 O: 0.036 M: 0.016	Train-SoftAcc=0.444124,	AnsLoss=14.796394,	
2020-11-25 00:55:32,425 Epoch[0] Batch [7100]	Speed: 38.92 samples/s ETA: 0 d 13 h 16 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.271 O: 0.036 M: 0.016	Train-SoftAcc=0.445430,	AnsLoss=14.643945,	
2020-11-25 00:56:14,863 Epoch[0] Batch [7200]	Speed: 37.70 samples/s ETA: 0 d 13 h 41 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.281 O: 0.036 M: 0.016	Train-SoftAcc=0.446418,	AnsLoss=14.494843,	
2020-11-25 00:56:57,144 Epoch[0] Batch [7300]	Speed: 37.84 samples/s ETA: 0 d 13 h 38 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.447120,	AnsLoss=14.355279,	
2020-11-25 00:57:41,109 Epoch[0] Batch [7400]	Speed: 36.39 samples/s ETA: 0 d 14 h  9 m	Data: 0.006 Tran: 0.004 F: 0.084 B: 0.294 O: 0.035 M: 0.016	Train-SoftAcc=0.447649,	AnsLoss=14.220850,	
2020-11-25 00:58:23,301 Epoch[0] Batch [7500]	Speed: 37.92 samples/s ETA: 0 d 13 h 34 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.279 O: 0.037 M: 0.015	Train-SoftAcc=0.448625,	AnsLoss=14.085460,	
2020-11-25 00:59:05,772 Epoch[0] Batch [7600]	Speed: 37.67 samples/s ETA: 0 d 13 h 39 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.281 O: 0.036 M: 0.016	Train-SoftAcc=0.449487,	AnsLoss=13.954150,	
2020-11-25 00:59:48,104 Epoch[0] Batch [7700]	Speed: 37.80 samples/s ETA: 0 d 13 h 36 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.450474,	AnsLoss=13.824703,	
2020-11-25 01:00:30,600 Epoch[0] Batch [7800]	Speed: 37.65 samples/s ETA: 0 d 13 h 38 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.282 O: 0.036 M: 0.016	Train-SoftAcc=0.451256,	AnsLoss=13.700145,	
2020-11-25 01:01:12,940 Epoch[0] Batch [7900]	Speed: 37.79 samples/s ETA: 0 d 13 h 34 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.280 O: 0.036 M: 0.016	Train-SoftAcc=0.451939,	AnsLoss=13.578357,	
2020-11-25 01:01:55,683 Epoch[0] Batch [8000]	Speed: 37.43 samples/s ETA: 0 d 13 h 42 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.284 O: 0.036 M: 0.016	Train-SoftAcc=0.452682,	AnsLoss=13.459895,	
2020-11-25 01:02:37,758 Epoch[0] Batch [8100]	Speed: 38.03 samples/s ETA: 0 d 13 h 28 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.278 O: 0.036 M: 0.016	Train-SoftAcc=0.453564,	AnsLoss=13.342874,	
2020-11-25 01:03:20,992 Epoch[0] Batch [8200]	Speed: 37.01 samples/s ETA: 0 d 13 h 50 m	Data: 0.007 Tran: 0.004 F: 0.083 B: 0.286 O: 0.036 M: 0.016	Train-SoftAcc=0.454266,	AnsLoss=13.229549,	
2020-11-25 01:04:03,762 Epoch[0] Batch [8300]	Speed: 37.41 samples/s ETA: 0 d 13 h 40 m	Data: 0.006 Tran: 0.004 F: 0.082 B: 0.284 O: 0.036 M: 0.015	Train-SoftAcc=0.454884,	AnsLoss=13.118769,	
2020-11-25 01:04:45,805 Epoch[0] Batch [8400]	Speed: 38.06 samples/s ETA: 0 d 13 h 25 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.278 O: 0.036 M: 0.016	Train-SoftAcc=0.455694,	AnsLoss=13.010995,	
2020-11-25 01:05:29,709 Epoch[0] Batch [8500]	Speed: 36.44 samples/s ETA: 0 d 14 h  0 m	Data: 0.006 Tran: 0.004 F: 0.084 B: 0.293 O: 0.036 M: 0.016	Train-SoftAcc=0.456465,	AnsLoss=12.906624,	
2020-11-25 01:06:11,432 Epoch[0] Batch [8600]	Speed: 38.35 samples/s ETA: 0 d 13 h 18 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.275 O: 0.036 M: 0.016	Train-SoftAcc=0.457380,	AnsLoss=12.803894,	
2020-11-25 01:06:53,255 Epoch[0] Batch [8700]	Speed: 38.26 samples/s ETA: 0 d 13 h 19 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.276 O: 0.036 M: 0.016	Train-SoftAcc=0.458420,	AnsLoss=12.702971,	
2020-11-25 01:07:36,683 Epoch[0] Batch [8800]	Speed: 36.84 samples/s ETA: 0 d 13 h 49 m	Data: 0.006 Tran: 0.004 F: 0.084 B: 0.288 O: 0.036 M: 0.016	Train-SoftAcc=0.459047,	AnsLoss=12.604968,	
2020-11-25 01:08:19,167 Epoch[0] Batch [8900]	Speed: 37.66 samples/s ETA: 0 d 13 h 30 m	Data: 0.006 Tran: 0.003 F: 0.081 B: 0.281 O: 0.036 M: 0.016	Train-SoftAcc=0.459697,	AnsLoss=12.508070,	
2020-11-25 01:09:00,485 Epoch[0] Batch [9000]	Speed: 38.73 samples/s ETA: 0 d 13 h  7 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.273 O: 0.035 M: 0.016	Train-SoftAcc=0.460391,	AnsLoss=12.414878,	
2020-11-25 01:09:43,175 Epoch[0] Batch [9100]	Speed: 37.48 samples/s ETA: 0 d 13 h 33 m	Data: 0.006 Tran: 0.003 F: 0.082 B: 0.283 O: 0.036 M: 0.016	Train-SoftAcc=0.461251,	AnsLoss=12.322560,	
2020-11-25 01:10:24,241 Epoch[0] Batch [9200]	Speed: 38.96 samples/s ETA: 0 d 13 h  1 m	Data: 0.006 Tran: 0.003 F: 0.079 B: 0.271 O: 0.036 M: 0.016	Train-SoftAcc=0.462126,	AnsLoss=12.231618,	
2020-11-25 01:11:06,216 Epoch[0] Batch [9300]	Speed: 38.12 samples/s ETA: 0 d 13 h 18 m	Data: 0.006 Tran: 0.003 F: 0.080 B: 0.277 O: 0.036 M: 0.016	Train-SoftAcc=0.462940,	AnsLoss=12.143214,	
