2020-11-17 12:51:55,524 training args:Namespace(cfg='./cfgs/vqa/base_4x16G_fp32.yaml', cudnn_off=False, dist=False, do_test=False, log_dir='./checkpoints/output/vl-bert/vqa/base_4x16G_fp32/train2014+val2014_train/tensorboard_logs', model_dir='', partial_pretrain=None, slurm=False)

2020-11-17 12:51:55,529 training config:{'CHECKPOINT_FREQUENT': 1,
 'DATASET': {'ADD_IMAGE_AS_A_BOX': True,
2020-11-17 12:52:04,776 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,776 |vlbert.encoder.layer.6.attention.self.key.bias               |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,776 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,776 |vlbert.encoder.layer.6.attention.self.value.weight           |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,776 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,776 |vlbert.encoder.layer.6.attention.self.value.bias             |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,776 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,776 |vlbert.encoder.layer.6.attention.output.dense.weight         |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,776 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,776 |vlbert.encoder.layer.6.attention.output.dense.bias           |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,776 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,776 |vlbert.encoder.layer.6.attention.output.LayerNorm.weight     |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,776 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,776 |vlbert.encoder.layer.6.attention.output.LayerNorm.bias       |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,776 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,776 |vlbert.encoder.layer.6.intermediate.dense.weight             |torch.float32    |(3072, 768)     |2359296     |
2020-11-17 12:52:04,776 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,777 |vlbert.encoder.layer.6.intermediate.dense.bias               |torch.float32    |(3072,)         |3072        |
2020-11-17 12:52:04,777 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,777 |vlbert.encoder.layer.6.output.dense.weight                   |torch.float32    |(768, 3072)     |2359296     |
2020-11-17 12:52:04,777 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,777 |vlbert.encoder.layer.6.output.dense.bias                     |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,777 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,777 |vlbert.encoder.layer.6.output.LayerNorm.weight               |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,777 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,777 |vlbert.encoder.layer.6.output.LayerNorm.bias                 |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,777 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,777 |vlbert.encoder.layer.7.attention.self.query.weight           |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,777 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,777 |vlbert.encoder.layer.7.attention.self.query.bias             |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,777 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,777 |vlbert.encoder.layer.7.attention.self.key.weight             |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,778 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,778 |vlbert.encoder.layer.7.attention.self.key.bias               |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,778 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,778 |vlbert.encoder.layer.7.attention.self.value.weight           |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,778 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,778 |vlbert.encoder.layer.7.attention.self.value.bias             |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,778 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,778 |vlbert.encoder.layer.7.attention.output.dense.weight         |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,778 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,778 |vlbert.encoder.layer.7.attention.output.dense.bias           |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,778 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,778 |vlbert.encoder.layer.7.attention.output.LayerNorm.weight     |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,778 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,778 |vlbert.encoder.layer.7.attention.output.LayerNorm.bias       |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,778 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,779 |vlbert.encoder.layer.7.intermediate.dense.weight             |torch.float32    |(3072, 768)     |2359296     |
2020-11-17 12:52:04,779 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,779 |vlbert.encoder.layer.7.intermediate.dense.bias               |torch.float32    |(3072,)         |3072        |
2020-11-17 12:52:04,779 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,779 |vlbert.encoder.layer.7.output.dense.weight                   |torch.float32    |(768, 3072)     |2359296     |
2020-11-17 12:52:04,779 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,779 |vlbert.encoder.layer.7.output.dense.bias                     |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,779 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,779 |vlbert.encoder.layer.7.output.LayerNorm.weight               |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,779 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,779 |vlbert.encoder.layer.7.output.LayerNorm.bias                 |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,779 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,779 |vlbert.encoder.layer.8.attention.self.query.weight           |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,779 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,779 |vlbert.encoder.layer.8.attention.self.query.bias             |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,779 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,780 |vlbert.encoder.layer.8.attention.self.key.weight             |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,780 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,780 |vlbert.encoder.layer.8.attention.self.key.bias               |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,780 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,780 |vlbert.encoder.layer.8.attention.self.value.weight           |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,780 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,780 |vlbert.encoder.layer.8.attention.self.value.bias             |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,780 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,780 |vlbert.encoder.layer.8.attention.output.dense.weight         |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,780 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,780 |vlbert.encoder.layer.8.attention.output.dense.bias           |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,780 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,780 |vlbert.encoder.layer.8.attention.output.LayerNorm.weight     |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,780 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,780 |vlbert.encoder.layer.8.attention.output.LayerNorm.bias       |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,781 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,781 |vlbert.encoder.layer.8.intermediate.dense.weight             |torch.float32    |(3072, 768)     |2359296     |
2020-11-17 12:52:04,781 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,781 |vlbert.encoder.layer.8.intermediate.dense.bias               |torch.float32    |(3072,)         |3072        |
2020-11-17 12:52:04,781 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,781 |vlbert.encoder.layer.8.output.dense.weight                   |torch.float32    |(768, 3072)     |2359296     |
2020-11-17 12:52:04,781 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,781 |vlbert.encoder.layer.8.output.dense.bias                     |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,781 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,781 |vlbert.encoder.layer.8.output.LayerNorm.weight               |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,781 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,781 |vlbert.encoder.layer.8.output.LayerNorm.bias                 |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,781 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,781 |vlbert.encoder.layer.9.attention.self.query.weight           |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,781 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,781 |vlbert.encoder.layer.9.attention.self.query.bias             |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,782 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,782 |vlbert.encoder.layer.9.attention.self.key.weight             |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,782 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,782 |vlbert.encoder.layer.9.attention.self.key.bias               |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,782 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,782 |vlbert.encoder.layer.9.attention.self.value.weight           |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,782 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,782 |vlbert.encoder.layer.9.attention.self.value.bias             |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,782 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,782 |vlbert.encoder.layer.9.attention.output.dense.weight         |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,782 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,782 |vlbert.encoder.layer.9.attention.output.dense.bias           |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,782 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,782 |vlbert.encoder.layer.9.attention.output.LayerNorm.weight     |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,782 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,782 |vlbert.encoder.layer.9.attention.output.LayerNorm.bias       |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,782 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,783 |vlbert.encoder.layer.9.intermediate.dense.weight             |torch.float32    |(3072, 768)     |2359296     |
2020-11-17 12:52:04,783 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,783 |vlbert.encoder.layer.9.intermediate.dense.bias               |torch.float32    |(3072,)         |3072        |
2020-11-17 12:52:04,783 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,783 |vlbert.encoder.layer.9.output.dense.weight                   |torch.float32    |(768, 3072)     |2359296     |
2020-11-17 12:52:04,783 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,783 |vlbert.encoder.layer.9.output.dense.bias                     |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,783 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,783 |vlbert.encoder.layer.9.output.LayerNorm.weight               |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,783 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,783 |vlbert.encoder.layer.9.output.LayerNorm.bias                 |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,783 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,783 |vlbert.encoder.layer.10.attention.self.query.weight          |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,783 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,783 |vlbert.encoder.layer.10.attention.self.query.bias            |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,784 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,784 |vlbert.encoder.layer.10.attention.self.key.weight            |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,784 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,784 |vlbert.encoder.layer.10.attention.self.key.bias              |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,784 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,784 |vlbert.encoder.layer.10.attention.self.value.weight          |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,784 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,784 |vlbert.encoder.layer.10.attention.self.value.bias            |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,784 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,784 |vlbert.encoder.layer.10.attention.output.dense.weight        |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,784 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,784 |vlbert.encoder.layer.10.attention.output.dense.bias          |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,784 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,784 |vlbert.encoder.layer.10.attention.output.LayerNorm.weight    |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,784 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,784 |vlbert.encoder.layer.10.attention.output.LayerNorm.bias      |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,785 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,785 |vlbert.encoder.layer.10.intermediate.dense.weight            |torch.float32    |(3072, 768)     |2359296     |
2020-11-17 12:52:04,785 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,785 |vlbert.encoder.layer.10.intermediate.dense.bias              |torch.float32    |(3072,)         |3072        |
2020-11-17 12:52:04,785 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,785 |vlbert.encoder.layer.10.output.dense.weight                  |torch.float32    |(768, 3072)     |2359296     |
2020-11-17 12:52:04,785 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,785 |vlbert.encoder.layer.10.output.dense.bias                    |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,785 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,785 |vlbert.encoder.layer.10.output.LayerNorm.weight              |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,785 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,785 |vlbert.encoder.layer.10.output.LayerNorm.bias                |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,785 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,785 |vlbert.encoder.layer.11.attention.self.query.weight          |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,785 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,785 |vlbert.encoder.layer.11.attention.self.query.bias            |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,786 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,786 |vlbert.encoder.layer.11.attention.self.key.weight            |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,786 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,786 |vlbert.encoder.layer.11.attention.self.key.bias              |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,786 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,786 |vlbert.encoder.layer.11.attention.self.value.weight          |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,786 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,786 |vlbert.encoder.layer.11.attention.self.value.bias            |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,786 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,786 |vlbert.encoder.layer.11.attention.output.dense.weight        |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,786 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,786 |vlbert.encoder.layer.11.attention.output.dense.bias          |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,786 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,786 |vlbert.encoder.layer.11.attention.output.LayerNorm.weight    |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,786 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |vlbert.encoder.layer.11.attention.output.LayerNorm.bias      |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |vlbert.encoder.layer.11.intermediate.dense.weight            |torch.float32    |(3072, 768)     |2359296     |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |vlbert.encoder.layer.11.intermediate.dense.bias              |torch.float32    |(3072,)         |3072        |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |vlbert.encoder.layer.11.output.dense.weight                  |torch.float32    |(768, 3072)     |2359296     |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |vlbert.encoder.layer.11.output.dense.bias                    |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |vlbert.encoder.layer.11.output.LayerNorm.weight              |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |vlbert.encoder.layer.11.output.LayerNorm.bias                |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |final_mlp.0.dense.weight                                     |torch.float32    |(768, 768)      |589824      |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |final_mlp.0.dense.bias                                       |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |final_mlp.0.LayerNorm.weight                                 |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |final_mlp.0.LayerNorm.bias                                   |torch.float32    |(768,)          |768         |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |final_mlp.2.weight                                           |torch.float32    |(3129, 768)     |2403072     |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,787 |final_mlp.2.bias                                             |torch.float32    |(3129,)         |3129        |
2020-11-17 12:52:04,787 ---------------------------------------------------------------------------------------------------------------
2020-11-17 12:52:04,789 >> # TrainableParams:       	115.04	M
2020-11-17 12:52:04,789 >> # NonTrainableParams:    	0.00	M
2020-11-17 12:52:04,789 >> # TotalParams:           	115.04	M
2020-11-17 12:52:37,573 loading vocabulary file ./model/pretrained_model/bert-base-uncased/vocab.txt
2020-11-17 12:52:43,442 loading vocabulary file ./model/pretrained_model/bert-base-uncased/vocab.txt
2020-11-17 12:53:38,947 Epoch[3] Batch [0]	Speed: - samples/sec ETA: - d - h - m	Train-SoftAcc=0.812500,	AnsLoss=1.941168,	
2020-11-17 12:54:26,471 Epoch[3] Batch [100]	Speed: 67.34 samples/s ETA: 0 d  5 h 24 m	Data: 0.039 Tran: 0.004 F: 0.081 B: 0.389 O: 0.042 M: 0.013	Train-SoftAcc=0.695452,	AnsLoss=2.917076,	
2020-11-17 12:55:17,555 Epoch[3] Batch [200]	Speed: 62.64 samples/s ETA: 0 d  5 h 48 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.420 O: 0.041 M: 0.013	Train-SoftAcc=0.688308,	AnsLoss=2.947419,	
2020-11-17 12:56:06,347 Epoch[3] Batch [300]	Speed: 65.59 samples/s ETA: 0 d  5 h 32 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.397 O: 0.041 M: 0.013	Train-SoftAcc=0.689462,	AnsLoss=2.931455,	
2020-11-17 12:56:56,375 Epoch[3] Batch [400]	Speed: 63.97 samples/s ETA: 0 d  5 h 39 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.410 O: 0.040 M: 0.013	Train-SoftAcc=0.689838,	AnsLoss=2.908176,	
2020-11-17 12:57:45,686 Epoch[3] Batch [500]	Speed: 64.89 samples/s ETA: 0 d  5 h 33 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.403 O: 0.041 M: 0.013	Train-SoftAcc=0.692185,	AnsLoss=2.901009,	
2020-11-17 12:58:35,551 Epoch[3] Batch [600]	Speed: 64.18 samples/s ETA: 0 d  5 h 36 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.013	Train-SoftAcc=0.693069,	AnsLoss=2.906476,	
2020-11-17 12:59:25,335 Epoch[3] Batch [700]	Speed: 64.28 samples/s ETA: 0 d  5 h 35 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.693960,	AnsLoss=2.901761,	
2020-11-17 13:00:13,968 Epoch[3] Batch [800]	Speed: 65.80 samples/s ETA: 0 d  5 h 26 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.396 O: 0.040 M: 0.013	Train-SoftAcc=0.694855,	AnsLoss=2.903067,	
2020-11-17 13:01:03,955 Epoch[3] Batch [900]	Speed: 64.02 samples/s ETA: 0 d  5 h 35 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.410 O: 0.039 M: 0.014	Train-SoftAcc=0.694506,	AnsLoss=2.894410,	
2020-11-17 13:01:54,414 Epoch[3] Batch [1000]	Speed: 63.42 samples/s ETA: 0 d  5 h 37 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.414 O: 0.040 M: 0.013	Train-SoftAcc=0.695105,	AnsLoss=2.888603,	
2020-11-17 13:02:43,314 Epoch[3] Batch [1100]	Speed: 65.44 samples/s ETA: 0 d  5 h 26 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.399 O: 0.040 M: 0.013	Train-SoftAcc=0.694318,	AnsLoss=2.891229,	
2020-11-17 13:03:33,139 Epoch[3] Batch [1200]	Speed: 64.23 samples/s ETA: 0 d  5 h 31 m	Data: 0.005 Tran: 0.004 F: 0.028 B: 0.407 O: 0.041 M: 0.013	Train-SoftAcc=0.694432,	AnsLoss=2.893533,	
2020-11-17 13:04:21,929 Epoch[3] Batch [1300]	Speed: 65.59 samples/s ETA: 0 d  5 h 23 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.398 O: 0.040 M: 0.014	Train-SoftAcc=0.694913,	AnsLoss=2.894766,	
2020-11-17 13:05:11,574 Epoch[3] Batch [1400]	Speed: 64.46 samples/s ETA: 0 d  5 h 28 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.406 O: 0.040 M: 0.013	Train-SoftAcc=0.695372,	AnsLoss=2.890788,	
2020-11-17 13:06:00,975 Epoch[3] Batch [1500]	Speed: 64.78 samples/s ETA: 0 d  5 h 26 m	Data: 0.005 Tran: 0.004 F: 0.028 B: 0.403 O: 0.041 M: 0.013	Train-SoftAcc=0.695293,	AnsLoss=2.895543,	
2020-11-17 13:06:50,194 Epoch[3] Batch [1600]	Speed: 65.02 samples/s ETA: 0 d  5 h 24 m	Data: 0.005 Tran: 0.004 F: 0.028 B: 0.401 O: 0.040 M: 0.013	Train-SoftAcc=0.694859,	AnsLoss=2.897222,	
2020-11-17 13:07:40,283 Epoch[3] Batch [1700]	Speed: 63.89 samples/s ETA: 0 d  5 h 29 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.411 O: 0.040 M: 0.014	Train-SoftAcc=0.695275,	AnsLoss=2.898485,	
2020-11-17 13:08:29,823 Epoch[3] Batch [1800]	Speed: 64.60 samples/s ETA: 0 d  5 h 24 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.405 O: 0.040 M: 0.014	Train-SoftAcc=0.695753,	AnsLoss=2.894206,	
2020-11-17 13:09:18,631 Epoch[3] Batch [1900]	Speed: 65.56 samples/s ETA: 0 d  5 h 19 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.398 O: 0.040 M: 0.014	Train-SoftAcc=0.695317,	AnsLoss=2.897249,	
2020-11-17 13:10:09,053 Epoch[3] Batch [2000]	Speed: 63.47 samples/s ETA: 0 d  5 h 28 m	Data: 0.005 Tran: 0.004 F: 0.028 B: 0.413 O: 0.041 M: 0.013	Train-SoftAcc=0.695296,	AnsLoss=2.894423,	
2020-11-17 13:10:59,444 Epoch[3] Batch [2100]	Speed: 63.50 samples/s ETA: 0 d  5 h 27 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.414 O: 0.040 M: 0.014	Train-SoftAcc=0.694711,	AnsLoss=2.896283,	
2020-11-17 13:11:49,399 Epoch[3] Batch [2200]	Speed: 64.06 samples/s ETA: 0 d  5 h 24 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.409 O: 0.041 M: 0.013	Train-SoftAcc=0.694318,	AnsLoss=2.890917,	
2020-11-17 13:12:39,369 Epoch[3] Batch [2300]	Speed: 64.04 samples/s ETA: 0 d  5 h 23 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.410 O: 0.039 M: 0.014	Train-SoftAcc=0.694772,	AnsLoss=2.884617,	
2020-11-17 13:13:29,914 Epoch[3] Batch [2400]	Speed: 63.31 samples/s ETA: 0 d  5 h 26 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.415 O: 0.040 M: 0.014	Train-SoftAcc=0.694533,	AnsLoss=2.883227,	
2020-11-17 13:14:19,573 Epoch[3] Batch [2500]	Speed: 64.44 samples/s ETA: 0 d  5 h 19 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.406 O: 0.040 M: 0.014	Train-SoftAcc=0.694131,	AnsLoss=2.885220,	
2020-11-17 13:15:09,306 Epoch[3] Batch [2600]	Speed: 64.34 samples/s ETA: 0 d  5 h 19 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.407 O: 0.040 M: 0.014	Train-SoftAcc=0.694066,	AnsLoss=2.882591,	
2020-11-17 13:15:58,360 Epoch[3] Batch [2700]	Speed: 65.24 samples/s ETA: 0 d  5 h 14 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.400 O: 0.040 M: 0.014	Train-SoftAcc=0.693945,	AnsLoss=2.882036,	
2020-11-17 13:16:48,163 Epoch[3] Batch [2800]	Speed: 64.25 samples/s ETA: 0 d  5 h 18 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.408 O: 0.040 M: 0.014	Train-SoftAcc=0.694312,	AnsLoss=2.879543,	
2020-11-17 13:17:37,475 Epoch[3] Batch [2900]	Speed: 64.90 samples/s ETA: 0 d  5 h 14 m	Data: 0.005 Tran: 0.004 F: 0.027 B: 0.403 O: 0.039 M: 0.014	Train-SoftAcc=0.695083,	AnsLoss=2.873322,	
