2020-11-10 22:16:46,904 training args:Namespace(cfg='./cfgs/vqa/base_4x16G_fp32.yaml', cudnn_off=False, dist=False, do_test=False, log_dir='./checkpoints/./output/vl-bert/vqa/base_4x16G_fp32/train2014+val2014_train/tensorboard_logs', model_dir='./checkpoints', partial_pretrain=None, slurm=False)

2020-11-10 22:16:46,908 training config:{'CHECKPOINT_FREQUENT': 1,
 'DATASET': {'ADD_IMAGE_AS_A_BOX': True,
2020-11-10 22:16:49,299 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,299 |vlbert.encoder.layer.8.attention.output.dense.weight         |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,299 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,299 |vlbert.encoder.layer.8.attention.output.dense.bias           |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,299 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,299 |vlbert.encoder.layer.8.attention.output.LayerNorm.weight     |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,299 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,299 |vlbert.encoder.layer.8.attention.output.LayerNorm.bias       |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,299 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.8.intermediate.dense.weight             |torch.float32    |(3072, 768)     |2359296     |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.8.intermediate.dense.bias               |torch.float32    |(3072,)         |3072        |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.8.output.dense.weight                   |torch.float32    |(768, 3072)     |2359296     |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.8.output.dense.bias                     |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.8.output.LayerNorm.weight               |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.8.output.LayerNorm.bias                 |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.9.attention.self.query.weight           |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.9.attention.self.query.bias             |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.9.attention.self.key.weight             |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.9.attention.self.key.bias               |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.9.attention.self.value.weight           |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.9.attention.self.value.bias             |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,300 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,300 |vlbert.encoder.layer.9.attention.output.dense.weight         |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.9.attention.output.dense.bias           |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.9.attention.output.LayerNorm.weight     |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.9.attention.output.LayerNorm.bias       |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.9.intermediate.dense.weight             |torch.float32    |(3072, 768)     |2359296     |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.9.intermediate.dense.bias               |torch.float32    |(3072,)         |3072        |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.9.output.dense.weight                   |torch.float32    |(768, 3072)     |2359296     |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.9.output.dense.bias                     |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.9.output.LayerNorm.weight               |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.9.output.LayerNorm.bias                 |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.10.attention.self.query.weight          |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.10.attention.self.query.bias            |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.10.attention.self.key.weight            |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,301 |vlbert.encoder.layer.10.attention.self.key.bias              |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,301 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.attention.self.value.weight          |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.attention.self.value.bias            |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.attention.output.dense.weight        |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.attention.output.dense.bias          |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.attention.output.LayerNorm.weight    |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.attention.output.LayerNorm.bias      |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.intermediate.dense.weight            |torch.float32    |(3072, 768)     |2359296     |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.intermediate.dense.bias              |torch.float32    |(3072,)         |3072        |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.output.dense.weight                  |torch.float32    |(768, 3072)     |2359296     |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.output.dense.bias                    |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.output.LayerNorm.weight              |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.10.output.LayerNorm.bias                |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.11.attention.self.query.weight          |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,302 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,302 |vlbert.encoder.layer.11.attention.self.query.bias            |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.attention.self.key.weight            |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.attention.self.key.bias              |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.attention.self.value.weight          |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.attention.self.value.bias            |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.attention.output.dense.weight        |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.attention.output.dense.bias          |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.attention.output.LayerNorm.weight    |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.attention.output.LayerNorm.bias      |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.intermediate.dense.weight            |torch.float32    |(3072, 768)     |2359296     |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.intermediate.dense.bias              |torch.float32    |(3072,)         |3072        |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.output.dense.weight                  |torch.float32    |(768, 3072)     |2359296     |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.output.dense.bias                    |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,303 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,303 |vlbert.encoder.layer.11.output.LayerNorm.weight              |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,304 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,304 |vlbert.encoder.layer.11.output.LayerNorm.bias                |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,304 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,304 |final_mlp.0.dense.weight                                     |torch.float32    |(768, 768)      |589824      |
2020-11-10 22:16:49,304 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,304 |final_mlp.0.dense.bias                                       |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,304 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,304 |final_mlp.0.LayerNorm.weight                                 |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,304 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,304 |final_mlp.0.LayerNorm.bias                                   |torch.float32    |(768,)          |768         |
2020-11-10 22:16:49,304 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,304 |final_mlp.2.weight                                           |torch.float32    |(3129, 768)     |2403072     |
2020-11-10 22:16:49,304 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,304 |final_mlp.2.bias                                             |torch.float32    |(3129,)         |3129        |
2020-11-10 22:16:49,304 ---------------------------------------------------------------------------------------------------------------
2020-11-10 22:16:49,305 >> # TrainableParams:       	115.04	M
2020-11-10 22:16:49,305 >> # NonTrainableParams:    	0.00	M
2020-11-10 22:16:49,305 >> # TotalParams:           	115.04	M
2020-11-10 22:16:52,113 loading vocabulary file ./model/pretrained_model/bert-base-uncased/vocab.txt
2020-11-10 22:16:56,293 loading vocabulary file ./model/pretrained_model/bert-base-uncased/vocab.txt
2020-11-10 22:17:38,177 Epoch[0] Batch [0]	Speed: - samples/sec ETA: - d - h - m	Train-SoftAcc=0.031250,	AnsLoss=1222.416382,	
2020-11-10 22:18:29,290 Epoch[0] Batch [100]	Speed: 62.61 samples/s ETA: 0 d  8 h 44 m	Data: 0.047 Tran: 0.004 F: 0.097 B: 0.430 O: 0.041 M: 0.015	Train-SoftAcc=0.022525,	AnsLoss=482.706268,	
2020-11-10 22:19:19,456 Epoch[0] Batch [200]	Speed: 63.79 samples/s ETA: 0 d  8 h 34 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.413 O: 0.039 M: 0.015	Train-SoftAcc=0.149596,	AnsLoss=246.851471,	
2020-11-10 22:20:09,320 Epoch[0] Batch [300]	Speed: 64.18 samples/s ETA: 0 d  8 h 30 m	Data: 0.004 Tran: 0.004 F: 0.026 B: 0.410 O: 0.040 M: 0.014	Train-SoftAcc=0.217047,	AnsLoss=166.921219,	
2020-11-10 22:20:59,473 Epoch[0] Batch [400]	Speed: 63.81 samples/s ETA: 0 d  8 h 32 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.413 O: 0.039 M: 0.014	Train-SoftAcc=0.257770,	AnsLoss=126.697777,	
2020-11-10 22:21:49,468 Epoch[0] Batch [500]	Speed: 64.01 samples/s ETA: 0 d  8 h 29 m	Data: 0.005 Tran: 0.004 F: 0.026 B: 0.411 O: 0.040 M: 0.014	Train-SoftAcc=0.286402,	AnsLoss=102.479500,	
2020-11-10 22:22:39,769 Epoch[0] Batch [600]	Speed: 63.62 samples/s ETA: 0 d  8 h 32 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.416 O: 0.039 M: 0.015	Train-SoftAcc=0.304747,	AnsLoss=86.301384,	
2020-11-10 22:23:29,998 Epoch[0] Batch [700]	Speed: 63.71 samples/s ETA: 0 d  8 h 30 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.415 O: 0.039 M: 0.015	Train-SoftAcc=0.321897,	AnsLoss=74.711777,	
2020-11-10 22:24:19,132 Epoch[0] Batch [800]	Speed: 65.13 samples/s ETA: 0 d  8 h 18 m	Data: 0.004 Tran: 0.004 F: 0.026 B: 0.403 O: 0.040 M: 0.014	Train-SoftAcc=0.335776,	AnsLoss=66.013115,	
2020-11-10 22:25:09,818 Epoch[0] Batch [900]	Speed: 63.13 samples/s ETA: 0 d  8 h 33 m	Data: 0.004 Tran: 0.004 F: 0.026 B: 0.419 O: 0.038 M: 0.015	Train-SoftAcc=0.346105,	AnsLoss=59.218803,	
2020-11-10 22:26:00,667 Epoch[0] Batch [1000]	Speed: 62.93 samples/s ETA: 0 d  8 h 34 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.421 O: 0.038 M: 0.015	Train-SoftAcc=0.355123,	AnsLoss=53.776909,	
2020-11-10 22:26:49,703 Epoch[0] Batch [1100]	Speed: 65.26 samples/s ETA: 0 d  8 h 15 m	Data: 0.004 Tran: 0.004 F: 0.024 B: 0.404 O: 0.038 M: 0.015	Train-SoftAcc=0.362787,	AnsLoss=49.330326,	
2020-11-10 22:27:39,856 Epoch[0] Batch [1200]	Speed: 63.81 samples/s ETA: 0 d  8 h 25 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.414 O: 0.039 M: 0.015	Train-SoftAcc=0.369385,	AnsLoss=45.619125,	
2020-11-10 22:28:29,110 Epoch[0] Batch [1300]	Speed: 64.97 samples/s ETA: 0 d  8 h 15 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.406 O: 0.039 M: 0.015	Train-SoftAcc=0.375954,	AnsLoss=42.471004,	
2020-11-10 22:29:19,200 Epoch[0] Batch [1400]	Speed: 63.89 samples/s ETA: 0 d  8 h 23 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.413 O: 0.039 M: 0.015	Train-SoftAcc=0.381444,	AnsLoss=39.763435,	
2020-11-10 22:30:08,853 Epoch[0] Batch [1500]	Speed: 64.45 samples/s ETA: 0 d  8 h 18 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.409 O: 0.039 M: 0.014	Train-SoftAcc=0.385937,	AnsLoss=37.430267,	
2020-11-10 22:30:58,466 Epoch[0] Batch [1600]	Speed: 64.50 samples/s ETA: 0 d  8 h 16 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.409 O: 0.038 M: 0.015	Train-SoftAcc=0.390744,	AnsLoss=35.379642,	
2020-11-10 22:31:49,110 Epoch[0] Batch [1700]	Speed: 63.19 samples/s ETA: 0 d  8 h 26 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.419 O: 0.039 M: 0.014	Train-SoftAcc=0.394786,	AnsLoss=33.568924,	
2020-11-10 22:32:39,112 Epoch[0] Batch [1800]	Speed: 64.00 samples/s ETA: 0 d  8 h 19 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.413 O: 0.039 M: 0.014	Train-SoftAcc=0.399615,	AnsLoss=31.951103,	
2020-11-10 22:33:28,406 Epoch[0] Batch [1900]	Speed: 64.92 samples/s ETA: 0 d  8 h 11 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.406 O: 0.038 M: 0.015	Train-SoftAcc=0.402541,	AnsLoss=30.511194,	
2020-11-10 22:34:19,131 Epoch[0] Batch [2000]	Speed: 63.09 samples/s ETA: 0 d  8 h 24 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.421 O: 0.038 M: 0.015	Train-SoftAcc=0.406534,	AnsLoss=29.202543,	
2020-11-10 22:35:09,933 Epoch[0] Batch [2100]	Speed: 62.99 samples/s ETA: 0 d  8 h 24 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.421 O: 0.038 M: 0.016	Train-SoftAcc=0.409525,	AnsLoss=28.024885,	
2020-11-10 22:36:00,304 Epoch[0] Batch [2200]	Speed: 63.53 samples/s ETA: 0 d  8 h 19 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.417 O: 0.038 M: 0.015	Train-SoftAcc=0.412825,	AnsLoss=26.945263,	
2020-11-10 22:36:50,577 Epoch[0] Batch [2300]	Speed: 63.65 samples/s ETA: 0 d  8 h 17 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.415 O: 0.038 M: 0.015	Train-SoftAcc=0.416294,	AnsLoss=25.959023,	
2020-11-10 22:37:41,571 Epoch[0] Batch [2400]	Speed: 62.75 samples/s ETA: 0 d  8 h 23 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.423 O: 0.038 M: 0.015	Train-SoftAcc=0.418717,	AnsLoss=25.058023,	
2020-11-10 22:38:31,557 Epoch[0] Batch [2500]	Speed: 64.02 samples/s ETA: 0 d  8 h 13 m	Data: 0.004 Tran: 0.004 F: 0.024 B: 0.414 O: 0.038 M: 0.016	Train-SoftAcc=0.421282,	AnsLoss=24.232077,	
2020-11-10 22:39:21,785 Epoch[0] Batch [2600]	Speed: 63.71 samples/s ETA: 0 d  8 h 14 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.415 O: 0.039 M: 0.015	Train-SoftAcc=0.423867,	AnsLoss=23.462360,	
2020-11-10 22:40:11,183 Epoch[0] Batch [2700]	Speed: 64.78 samples/s ETA: 0 d  8 h  5 m	Data: 0.004 Tran: 0.004 F: 0.024 B: 0.408 O: 0.038 M: 0.015	Train-SoftAcc=0.426067,	AnsLoss=22.751558,	
2020-11-10 22:41:01,416 Epoch[0] Batch [2800]	Speed: 63.71 samples/s ETA: 0 d  8 h 13 m	Data: 0.004 Tran: 0.004 F: 0.026 B: 0.414 O: 0.039 M: 0.014	Train-SoftAcc=0.428743,	AnsLoss=22.087233,	
2020-11-10 22:41:51,187 Epoch[0] Batch [2900]	Speed: 64.30 samples/s ETA: 0 d  8 h  7 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.411 O: 0.038 M: 0.015	Train-SoftAcc=0.431361,	AnsLoss=21.466349,	
2020-11-10 22:42:42,270 Epoch[0] Batch [3000]	Speed: 62.65 samples/s ETA: 0 d  8 h 19 m	Data: 0.004 Tran: 0.004 F: 0.026 B: 0.423 O: 0.039 M: 0.014	Train-SoftAcc=0.434427,	AnsLoss=20.887897,	
2020-11-10 22:43:32,641 Epoch[0] Batch [3100]	Speed: 63.53 samples/s ETA: 0 d  8 h 11 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.416 O: 0.039 M: 0.014	Train-SoftAcc=0.436780,	AnsLoss=20.348370,	
2020-11-10 22:44:22,581 Epoch[0] Batch [3200]	Speed: 64.08 samples/s ETA: 0 d  8 h  6 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.412 O: 0.039 M: 0.014	Train-SoftAcc=0.439094,	AnsLoss=19.842379,	
2020-11-10 22:45:13,126 Epoch[0] Batch [3300]	Speed: 63.31 samples/s ETA: 0 d  8 h 11 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.418 O: 0.038 M: 0.015	Train-SoftAcc=0.441776,	AnsLoss=19.364689,	
2020-11-10 22:46:03,173 Epoch[0] Batch [3400]	Speed: 63.94 samples/s ETA: 0 d  8 h  6 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.414 O: 0.038 M: 0.015	Train-SoftAcc=0.443942,	AnsLoss=18.922457,	
2020-11-10 22:46:53,437 Epoch[0] Batch [3500]	Speed: 63.66 samples/s ETA: 0 d  8 h  7 m	Data: 0.004 Tran: 0.004 F: 0.026 B: 0.415 O: 0.039 M: 0.014	Train-SoftAcc=0.445970,	AnsLoss=18.498875,	
2020-11-10 22:47:43,952 Epoch[0] Batch [3600]	Speed: 63.35 samples/s ETA: 0 d  8 h  9 m	Data: 0.004 Tran: 0.004 F: 0.026 B: 0.417 O: 0.039 M: 0.014	Train-SoftAcc=0.448154,	AnsLoss=18.099892,	
2020-11-10 22:48:33,985 Epoch[0] Batch [3700]	Speed: 63.96 samples/s ETA: 0 d  8 h  3 m	Data: 0.004 Tran: 0.004 F: 0.026 B: 0.412 O: 0.039 M: 0.014	Train-SoftAcc=0.449975,	AnsLoss=17.720232,	
2020-11-10 22:49:24,874 Epoch[0] Batch [3800]	Speed: 62.88 samples/s ETA: 0 d  8 h 11 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.422 O: 0.038 M: 0.015	Train-SoftAcc=0.452241,	AnsLoss=17.360439,	
2020-11-10 22:50:15,305 Epoch[0] Batch [3900]	Speed: 63.45 samples/s ETA: 0 d  8 h  5 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.417 O: 0.038 M: 0.016	Train-SoftAcc=0.454182,	AnsLoss=17.020311,	
2020-11-10 22:51:05,553 Epoch[0] Batch [4000]	Speed: 63.69 samples/s ETA: 0 d  8 h  3 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.415 O: 0.038 M: 0.015	Train-SoftAcc=0.456136,	AnsLoss=16.696825,	
2020-11-10 22:51:56,090 Epoch[0] Batch [4100]	Speed: 63.32 samples/s ETA: 0 d  8 h  5 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.418 O: 0.039 M: 0.015	Train-SoftAcc=0.457925,	AnsLoss=16.388620,	
2020-11-10 22:52:46,645 Epoch[0] Batch [4200]	Speed: 63.30 samples/s ETA: 0 d  8 h  4 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.418 O: 0.039 M: 0.014	Train-SoftAcc=0.459770,	AnsLoss=16.092886,	
2020-11-10 22:53:36,109 Epoch[0] Batch [4300]	Speed: 64.70 samples/s ETA: 0 d  7 h 53 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.408 O: 0.039 M: 0.015	Train-SoftAcc=0.461319,	AnsLoss=15.813773,	
2020-11-10 22:54:25,628 Epoch[0] Batch [4400]	Speed: 64.62 samples/s ETA: 0 d  7 h 52 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.408 O: 0.038 M: 0.015	Train-SoftAcc=0.462827,	AnsLoss=15.545276,	
2020-11-10 22:55:15,461 Epoch[0] Batch [4500]	Speed: 64.22 samples/s ETA: 0 d  7 h 55 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.410 O: 0.039 M: 0.015	Train-SoftAcc=0.464287,	AnsLoss=15.289515,	
2020-11-10 22:56:05,656 Epoch[0] Batch [4600]	Speed: 63.75 samples/s ETA: 0 d  7 h 57 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.415 O: 0.039 M: 0.015	Train-SoftAcc=0.465929,	AnsLoss=15.045309,	
2020-11-10 22:56:55,840 Epoch[0] Batch [4700]	Speed: 63.77 samples/s ETA: 0 d  7 h 56 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.414 O: 0.039 M: 0.014	Train-SoftAcc=0.467396,	AnsLoss=14.809733,	
2020-11-10 22:57:46,060 Epoch[0] Batch [4800]	Speed: 63.72 samples/s ETA: 0 d  7 h 56 m	Data: 0.004 Tran: 0.004 F: 0.026 B: 0.414 O: 0.039 M: 0.014	Train-SoftAcc=0.469088,	AnsLoss=14.583680,	
2020-11-10 22:58:35,433 Epoch[0] Batch [4900]	Speed: 64.81 samples/s ETA: 0 d  7 h 47 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.407 O: 0.038 M: 0.015	Train-SoftAcc=0.470911,	AnsLoss=14.365252,	
2020-11-10 22:59:25,589 Epoch[0] Batch [5000]	Speed: 63.80 samples/s ETA: 0 d  7 h 53 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.415 O: 0.038 M: 0.015	Train-SoftAcc=0.472119,	AnsLoss=14.158610,	
2020-11-10 23:00:16,107 Epoch[0] Batch [5100]	Speed: 63.34 samples/s ETA: 0 d  7 h 56 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.418 O: 0.038 M: 0.015	Train-SoftAcc=0.473761,	AnsLoss=13.956264,	
2020-11-10 23:01:06,251 Epoch[0] Batch [5200]	Speed: 63.82 samples/s ETA: 0 d  7 h 52 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.414 O: 0.038 M: 0.015	Train-SoftAcc=0.475277,	AnsLoss=13.764282,	
2020-11-10 23:01:57,008 Epoch[0] Batch [5300]	Speed: 63.05 samples/s ETA: 0 d  7 h 57 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.420 O: 0.039 M: 0.015	Train-SoftAcc=0.476452,	AnsLoss=13.575785,	
2020-11-10 23:02:46,575 Epoch[0] Batch [5400]	Speed: 64.56 samples/s ETA: 0 d  7 h 45 m	Data: 0.004 Tran: 0.004 F: 0.025 B: 0.409 O: 0.038 M: 0.015	Train-SoftAcc=0.478169,	AnsLoss=13.394871,	
